lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3,beta_teleph.1,beta_teleph.2,beta_teleph.3,beta_pollster.1.1,beta_pollster.2.1,beta_pollster.3.1,beta_pollster.4.1,beta_pollster.5.1,beta_pollster.6.1,beta_pollster.7.1,beta_pollster.8.1,beta_pollster.9.1,beta_pollster.10.1,beta_pollster.11.1,beta_pollster.12.1,beta_pollster.13.1,beta_pollster.14.1,beta_pollster.15.1,beta_pollster.1.2,beta_pollster.2.2,beta_pollster.3.2,beta_pollster.4.2,beta_pollster.5.2,beta_pollster.6.2,beta_pollster.7.2,beta_pollster.8.2,beta_pollster.9.2,beta_pollster.10.2,beta_pollster.11.2,beta_pollster.12.2,beta_pollster.13.2,beta_pollster.14.2,beta_pollster.15.2,beta_pollster.1.3,beta_pollster.2.3,beta_pollster.3.3,beta_pollster.4.3,beta_pollster.5.3,beta_pollster.6.3,beta_pollster.7.3,beta_pollster.8.3,beta_pollster.9.3,beta_pollster.10.3,beta_pollster.11.3,beta_pollster.12.3,beta_pollster.13.3,beta_pollster.14.3,beta_pollster.15.3
# Adaptation terminated
# Step size = 0.0847993
# Diagonal elements of inverse mass matrix:
# 0.0164925, 0.0155722, 0.0184936, 0.0191897, 0.0186961, 0.0216238, 0.0193899, 0.022511, 0.0299315, 0.0151438, 0.0158012, 0.0176628, 0.0123726, 0.0133121, 0.014207, 0.0165363, 0.0149791, 0.0175468, 0.0268649, 0.0258168, 0.0248226, 0.0257524, 0.0209824, 0.0307575, 0.0141648, 0.0143169, 0.0152685, 0.0247033, 0.0245835, 0.0335831, 0.022352, 0.0223039, 0.0238628, 0.014571, 0.0171436, 0.0175847, 0.0151283, 0.0169377, 0.0179379, 0.0152245, 0.0165118, 0.0184811, 0.0176294, 0.0171105, 0.0192298, 0.0188337, 0.0203351, 0.0210394, 0.0180352, 0.0203927, 0.0173731
409.502,0.905093,0.0847993,6,63,0,59.4039,63.346,18.6616,1.19474,1.04901,0.84779,1.02617,0.899229,1.0493,0.680313,1.09016,0.897744,0.943241,0.898402,1.1366,0.884917,1.19641,1.20978,1.06065,0.97975,1.13937,1.00503,0.947636,0.955356,0.744989,0.933917,0.940306,0.885242,1.12515,1.17353,0.78069,1.10164,1.13147,0.974436,0.829558,1.06725,1.20408,0.913276,1.04092,1.16383,0.61473,1.02487,1.09072,0.864864,1.22214,1.20194,0.864229,1.28608,1.04315,1.16263,0.584497
409.022,0.783436,0.0847993,6,63,0,50.684,51.8895,17.7954,0.916099,0.780692,0.603103,0.839583,0.963503,1.14723,0.864738,1.28537,1.08204,0.9036,0.989113,0.99032,0.744076,1.08501,0.85826,1.0127,1.05456,1.35806,1.01491,1.01764,1.11239,0.779316,1.27853,1.11864,0.862058,1.05503,1.02341,0.763163,1.06096,0.839269,0.922786,0.945798,1.35276,1.1202,0.874567,1.01779,1.29553,0.756999,1.28355,0.971473,1.31451,0.790609,0.986346,0.637736,0.912196,0.844784,0.880697,0.699314
403.126,0.986148,0.0847993,6,63,0,56.8444,47.4142,14.3727,1.04126,1.04508,0.780523,0.904573,0.835081,0.966568,0.703985,0.926265,1.15793,0.877046,1.05976,0.957817,0.93285,1.09616,1.00079,1.14405,0.646803,1.17551,1.11176,1.12208,1.21302,0.74944,0.962729,1.00487,1.08104,1.20823,1.14476,0.963659,1.06096,1.14734,1.05474,0.759614,1.28851,1.19616,1.35803,1.1191,1.43357,0.693734,1.07381,1.33301,0.94992,1.27515,1.81662,1.12607,1.20813,1.34106,0.940971,0.645024
400.533,0.80017,0.0847993,6,63,0,55.501,56.2791,22.022,0.886308,0.861446,0.683167,0.772092,0.907199,1.09379,0.843177,1.49829,1.23103,0.945588,0.885189,1.0389,0.861207,1.17597,1.06571,1.03911,1.36223,1.53364,1.09217,0.813751,1.06146,0.850633,1.28314,0.796357,0.94044,1.02438,0.936642,0.730576,0.893365,0.934899,0.854765,1.13307,1.42616,0.912874,0.884948,0.833871,1.24528,0.711657,0.788943,0.963066,0.941023,0.805251,1.06553,0.770766,0.755721,0.805261,1.11892,0.528864
398.267,0.982098,0.0847993,6,63,0,51.3753,58.8643,18.5433,1.02141,0.856872,0.586408,0.700027,0.876987,1.135,0.829368,1.41791,1.16474,0.995515,0.965155,0.98408,0.811201,1.04411,1.09792,0.983232,0.953253,1.45433,0.854027,0.831597,0.964747,0.70487,1.28251,0.859176,0.800912,0.987503,1.09604,0.747413,0.83158,1.00707,0.845374,0.956412,1.327,1.41417,1.02215,1.03214,1.14472,0.638778,0.833376,0.907579,1.07082,1.05062,1.59767,0.840302,1.08764,0.841956,0.839811,0.546088
396.843,0.84789,0.0847993,5,31,0,57.6833,58.3086,17.6422,0.881604,0.822575,0.689154,0.826838,0.950996,0.989026,0.665363,1.49613,1.14849,0.901205,0.658399,0.949754,0.87414,0.993542,1.16457,1.09695,1.04965,1.43329,0.924591,0.835806,0.942334,0.700695,1.37614,0.762375,0.916744,0.995543,1.07475,0.809432,0.914595,0.995349,0.886737,0.670439,1.297,1.3057,0.920153,0.910797,1.30542,0.662158,0.93204,1.13514,0.96447,0.828374,1.44258,0.748326,0.978369,0.923758,0.841157,0.6343
397.297,0.977038,0.0847993,6,63,0,50.8131,57.7978,18.6493,1.17218,0.971676,0.665519,1.04499,0.900397,0.972701,0.971495,1.00289,0.964551,1.0835,0.88978,1.08391,0.845128,1.08833,0.87761,1.2462,0.818934,1.48699,1.01108,0.769717,0.898904,0.76881,0.965274,0.775865,0.943336,0.803488,0.869253,0.794918,0.937439,0.664879,0.986667,0.900399,1.31644,1.13966,0.884929,0.807101,1.21718,0.55285,0.978774,1.04144,0.856793,0.928574,1.3454,0.932853,0.841133,1.28844,1.11823,0.75959
399.046,0.94412,0.0847993,6,63,0,49.2911,42.4279,13.0486,0.84795,0.843597,0.772817,0.778188,0.856825,1.17313,0.8098,1.38522,1.09369,0.945308,1.12381,0.987312,1.07063,1.2445,1.24643,0.970955,0.795279,1.03914,0.970691,0.993851,1.31675,0.922323,1.19745,1.20062,1.10302,1.27673,1.16119,1.07669,1.05357,1.37945,0.966296,0.836702,1.17373,1.31707,1.33349,1.33255,1.56692,0.866265,1.12799,1.18846,1.00505,1.09032,1.4719,0.655686,1.52117,0.91125,1.11645,0.529127
396.046,0.781819,0.0847993,6,63,0,51.2771,53.6153,19.1185,1.15827,1.14061,0.712487,1.07319,0.985654,1.03346,0.798793,1.16546,1.13031,0.94498,0.910709,0.922516,0.72367,1.10584,1.02529,1.21295,0.984777,1.73152,0.916274,0.991431,1.05081,0.796044,1.01776,0.651089,0.943836,0.87057,1.06816,0.706155,0.867705,0.975264,0.957062,0.980473,1.57115,1.18331,1.07054,0.852689,0.985948,0.538984,0.895925,0.990648,1.07565,0.938702,1.0389,0.837212,0.879702,1.22438,1.05534,0.882607
401.041,0.988295,0.0847993,6,63,0,49.5791,53.6428,15.5395,1.31986,1.01302,0.779005,0.721227,0.98936,1.0142,0.767094,1.07485,0.887339,1.04859,0.924489,0.829009,0.799084,1.09181,0.812928,1.2836,1.09723,1.21428,1.12741,0.969568,0.952205,0.783271,1.25638,0.891513,0.920713,1.23409,1.06433,0.752257,1.02947,0.837678,1.25784,0.906526,1.20737,0.938418,1.10622,1.035,1.58917,0.680967,0.977332,1.22928,1.20169,0.882756,1.6059,0.896882,0.868051,1.25552,1.02851,0.567126
398.064,0.899078,0.0847993,6,63,0,53.1413,48.2202,16.6457,0.891259,0.798889,0.575298,0.834746,0.96919,1.09878,0.587152,1.04743,1.21317,0.843033,0.948443,1.0382,0.821758,1.22796,1.16061,0.872216,0.986989,1.45327,1.00536,1.09013,1.24682,0.630723,1.20667,0.991482,0.929931,0.84201,1.18532,0.942117,1.16569,1.34581,0.84472,1.08689,1.50082,1.43261,1.04361,1.09855,1.14229,0.699263,0.937161,1.02414,0.927123,0.826173,1.49972,0.71493,1.23421,0.629198,0.803193,0.654067
400.913,0.999458,0.0847993,6,63,0,50.2491,55.5079,14.4913,1.153,0.961376,0.80232,0.960309,0.994304,0.946182,1.03582,1.13231,1.10672,1.1267,1.063,0.970627,0.818763,0.983977,0.911484,1.39302,1.05094,1.21897,0.808201,0.920655,0.850482,0.937387,1.03191,0.748378,1.03283,1.07129,0.929892,0.727587,0.869142,0.798334,1.29241,0.905893,1.1935,1.07105,1.10534,1.08376,1.96859,0.768894,1.09056,1.66625,1.23399,1.13729,1.60673,0.716968,1.01321,1.17106,1.02942,0.606298
414.205,0.997808,0.0847993,6,63,0,50.7533,53.641,16.5458,1.01848,1.01051,0.735525,0.832534,0.848709,0.987471,0.778695,1.29987,1.06272,0.886426,0.94419,1.13231,0.9574,1.29829,1.14238,1.11839,0.872329,1.21838,1.10929,0.839241,0.92219,0.757206,1.11094,1.01688,0.864286,1.03147,1.25134,0.795628,0.997321,1.09629,0.830905,0.765798,0.989995,1.26854,0.916505,0.960884,1.36357,0.62031,1.0835,0.982674,0.962028,0.938095,1.5737,0.852019,1.05507,0.840919,0.789757,0.62359
405.937,0.985221,0.0847993,5,31,0,64.8397,73.3722,23.0974,1.12728,1.00525,0.893522,0.840527,0.966445,1.04604,0.761227,1.3468,1.36395,0.876906,1.13,1.032,1.06628,1.22712,1.09787,1.00078,0.966435,1.58255,0.862909,0.721622,0.913603,0.719155,1.15338,0.988301,0.794701,0.919584,0.903798,0.956639,0.98975,0.989948,0.793495,0.835819,1.35977,1.06501,0.945187,0.913225,1.23197,0.695068,1.28575,0.914821,0.70632,1.10042,1.31382,0.673015,1.15318,0.815563,0.910752,0.484182
408.393,0.736437,0.0847993,6,63,0,62.2165,71.4557,22.2388,1.07504,0.871996,0.776377,0.87283,0.946174,0.951308,0.808763,1.34016,1.32114,0.843439,0.978891,1.04292,0.985976,1.10883,1.24923,1.00436,1.03425,1.48196,0.915591,0.899393,0.868957,0.648182,1.11379,1.06985,0.715316,0.888679,1.12941,0.923073,0.953333,1.07647,0.814188,0.875172,1.32588,1.09555,0.995527,0.847291,1.18247,0.662822,1.1813,0.862277,0.687793,0.998467,1.56313,0.576551,1.14665,0.838713,1.13661,0.525375
416.047,0.972752,0.0847993,6,63,0,61.0112,62.9872,18.5552,1.1013,1.0388,0.862976,0.886835,0.973023,1.08004,0.769358,1.3057,0.978653,0.854583,0.929368,0.98663,0.93083,1.12146,0.952846,1.23317,1.09423,1.51607,0.944999,0.925228,1.05544,0.763831,1.24727,0.917366,0.887346,0.989432,0.837713,0.842251,0.88021,1.02509,1.00764,0.905205,1.31636,1.19158,1.12641,1.10541,1.34416,0.705281,1.18456,1.07754,1.10031,0.832471,1.55891,0.850679,1.13114,0.94367,0.938776,0.698321
413.631,0.703425,0.0847993,6,63,0,57.3137,57.7264,17.5368,1.02028,0.976407,0.790037,0.809392,0.967438,1.07439,0.708314,1.49834,0.832018,0.895013,0.947365,1.17566,0.919786,1.1561,1.07214,1.17052,0.950835,1.40142,0.811085,0.993032,1.06182,0.812324,1.22898,0.965447,0.949822,1.03762,0.867185,0.820924,0.975846,1.02077,1.01442,0.935398,1.29121,1.0817,1.10027,1.1263,1.50066,0.743602,1.04276,1.13959,0.991921,1.08018,1.19949,0.799726,1.13481,1.1888,1.06421,0.607455
407.638,0.952446,0.0847993,6,63,0,46.3805,43.4258,15.4446,0.915371,0.864465,0.652846,0.753374,1.02656,1.15745,0.671884,1.02952,1.16495,0.933108,1.09036,0.806387,0.946521,1.1097,0.919592,1.14263,0.835976,1.27921,1.01575,1.04559,1.23703,0.75175,1.16621,0.778231,1.11308,1.20068,1.16613,0.891775,0.99761,0.865932,1.1131,0.887376,1.31956,1.03961,1.04136,1.10851,1.10128,0.656798,0.974925,1.0962,1.11085,0.828732,1.30291,0.836472,1.01429,1.15194,0.935193,0.642805
408.647,0.967669,0.0847993,6,63,0,48.9853,56.1668,19.2489,1.24906,1.11828,0.939402,1.25141,1.00744,1.11706,0.994732,1.23524,1.13831,0.926918,0.973532,1.14703,0.98919,1.30098,1.11206,1.00885,1.21508,1.45486,1.17703,0.918521,0.978238,0.928267,1.18203,1.01698,0.832236,1.08974,0.946229,0.84133,0.973083,0.981926,0.826025,1.08213,1.25726,1.18773,0.886863,0.89111,1.58169,0.618147,0.981868,0.876645,0.826079,0.988754,1.26166,0.750745,1.15899,0.781879,1.19108,0.545838
407.574,0.97082,0.0847993,6,63,0,52.0773,57.5126,18.5002,1.28756,1.1618,1.01637,1.01857,0.988735,1.11824,1.02664,1.35288,1.03811,0.926345,0.950345,1.16031,0.91957,1.2256,1.1535,1.12704,1.13502,1.41593,1.13425,0.985352,1.06888,0.895472,1.03462,1.00524,0.819718,1.07048,1.07567,0.817333,0.916482,1.04873,0.88152,0.983094,1.32617,1.42559,0.925142,0.918975,1.58773,0.516057,1.09948,0.942648,0.873567,0.950042,1.15017,0.712917,1.16274,0.69634,1.0877,0.488986
409.506,0.991062,0.0847993,6,63,0,44.2946,45.095,14.8851,1.165,1.05173,0.839231,0.775897,1.02592,0.917222,0.872808,1.32118,1.17229,0.868914,0.876856,1.10741,0.891977,1.23671,1.2573,1.10083,1.11997,1.3651,0.968625,0.943035,0.983521,0.848673,1.20366,0.885717,0.865336,0.689844,1.17547,0.805035,1.13987,1.2504,0.977666,0.980371,1.31962,0.965215,0.933028,0.984291,1.31707,0.58493,0.987197,0.985357,0.945017,1.00092,1.19444,0.752972,1.14379,0.945133,0.977636,0.555151
411.856,0.997438,0.0847993,6,63,0,53.4921,55.9207,19.087,1.03111,0.905311,0.651197,1.10107,1.07855,0.98356,0.908729,1.10026,0.826453,0.913966,0.921734,1.02111,0.96935,0.926629,1.1083,1.19193,0.923306,1.2089,1.07645,0.880396,0.937683,0.875362,0.996912,0.855505,0.893492,1.18542,1.00623,0.836865,0.837167,1.08476,1.02542,0.804915,1.13874,1.17016,1.08015,0.93543,1.21487,0.841445,0.994455,1.01153,0.875285,0.882806,1.42261,0.72594,0.993976,1.11639,0.909804,0.543722
400.928,0.890079,0.0847993,5,31,0,53.6277,60.0564,17.5238,0.881139,0.714499,0.593766,1.06531,0.8801,0.950809,0.76641,1.12964,0.93931,0.937144,0.963893,1.07488,0.798684,1.22887,1.16759,1.17675,1.1571,1.16942,0.983264,0.950089,0.898293,0.708492,1.03098,0.882393,0.760461,1.30319,1.02995,0.855542,0.994114,1.00452,1.03774,0.880739,1.09681,0.903136,1.08486,0.911836,1.40708,0.653408,0.918497,1.02216,1.04408,0.875882,1.28339,0.582362,1.23406,1.04249,0.888509,0.681783
389.419,0.924357,0.0847993,5,31,0,46.1318,50.044,15.7782,0.971523,0.947024,0.70961,0.698626,0.978425,0.996208,0.811866,0.963525,0.925541,0.804907,1.36723,1.15368,1.04421,1.19961,0.958645,1.21163,0.918888,1.30482,1.05057,0.751769,0.976523,0.765395,0.949136,0.95757,0.708065,0.831572,1.00535,0.714871,0.905659,0.95455,0.845736,0.903898,1.21401,1.3015,0.951077,0.916267,1.28506,0.692577,1.34684,0.981565,1.01308,0.829448,1.41101,0.899664,0.97198,0.975099,1.13389,0.457225
395.882,0.92433,0.0847993,6,63,0,47.9589,52.5725,15.919,0.904237,0.89283,0.727584,0.962381,0.742101,1.00943,0.951443,0.996902,1.12059,0.889388,1.41108,1.00697,0.90896,1.2011,1.2197,1.10614,0.955064,1.37492,1.03189,0.727517,0.865104,0.896454,0.83032,0.867061,0.800656,0.922168,1.0016,0.775681,0.888561,1.00394,0.931038,0.750457,1.00571,1.56728,0.939517,1.02711,1.51768,0.622081,1.00402,0.915335,1.04834,0.893643,1.36995,0.887597,1.09682,0.98097,0.990229,0.415095
400.297,0.949187,0.0847993,6,63,0,60.7513,60.1459,20.8374,0.873637,0.792671,0.701748,1.10686,0.993551,0.794621,0.795745,1.09587,1.01285,0.984435,0.732546,1.10204,0.962383,1.23871,1.15218,1.15478,1.23332,1.10144,1.24739,0.87944,0.846277,0.852747,1.07042,1.05414,0.970444,0.973487,1.16058,0.922717,1.03433,1.11611,1.20308,1.29708,1.00664,1.04656,0.878543,0.788109,1.42119,0.552922,1.10396,1.00115,0.802511,1.15381,1.24476,0.589122,1.08478,0.913772,1.06739,0.568639
405.802,0.990694,0.0847993,6,63,0,60.486,57.4537,19.7133,0.933825,0.856663,0.740996,0.993853,0.848054,1.0052,0.840567,1.16285,0.963252,0.893382,0.87136,0.89612,0.787448,1.0423,1.03332,1.10262,1.09278,1.17689,1.4795,0.930114,1.05621,0.872783,1.16393,0.757612,0.938854,0.930541,0.894848,0.820843,1.04264,1.12989,0.94712,1.05345,1.31955,1.32499,0.916247,0.899235,1.34084,0.554733,1.2645,1.05131,0.929906,1.2481,1.2065,0.690614,0.983333,0.737535,1.08195,0.470131
401.595,0.974234,0.0847993,6,63,0,61.3761,54.551,17.6592,0.724539,0.660674,0.565485,0.825096,0.880409,0.819349,0.846714,1.01133,1.10603,0.801963,0.83857,0.961731,0.816154,1.0579,1.12032,1.16741,0.915193,1.28649,0.902404,1.11706,0.909389,0.901545,1.04728,1.42595,0.836803,1.0223,1.14565,0.967804,1.05345,1.33663,1.02154,0.942367,1.45069,1.10483,1.20455,0.852709,1.48743,0.806574,1.00089,1.04441,1.08149,0.826049,1.27031,0.694714,1.46583,1.16122,0.905901,0.6732
398.989,0.954321,0.0847993,6,63,0,49.2672,52.9117,15.3224,0.992462,1.00555,0.821152,1.07631,0.966203,1.1484,0.701314,1.39562,0.887254,0.954126,1.12329,1.22008,0.911286,1.26764,0.784948,1.14394,1.05801,1.45144,0.968186,0.82721,1.04729,0.627591,1.22771,0.867092,0.897572,1.12788,1.13484,0.792362,0.966478,0.799208,0.791378,0.910574,1.04935,1.20991,0.926312,1.00551,1.29498,0.481504,0.852699,1.28331,1.01625,0.800559,1.4438,0.776102,0.848371,0.936525,0.973249,0.595157
396.328,0.98813,0.0847993,6,63,0,62.4983,58.9349,22.8844,1.00362,0.832061,0.631209,0.812246,0.802203,1.1412,0.850861,1.05721,1.30987,1.01435,0.897928,0.790427,0.693416,1.05201,1.13332,1.31912,0.800049,1.32968,1.13566,0.967014,1.21655,0.779595,1.08059,1.12902,1.06058,0.990589,0.949625,0.959804,1.11438,1.16693,1.26602,0.865751,1.42552,1.22025,0.907112,0.892308,1.24941,0.860467,1.12709,1.13856,0.98727,0.792353,1.08543,0.735603,1.0102,1.16594,0.839978,0.556916
402.861,0.998923,0.0847993,6,63,0,49.1186,50.9577,14.1723,0.971747,0.805878,0.671828,0.838736,0.926709,0.970958,0.697047,1.17276,0.962598,0.799807,0.997935,1.0785,0.977987,1.06059,0.996715,0.787162,1.18391,1.27798,0.984179,0.81463,0.982431,0.772083,1.09673,0.762376,0.776199,1.11349,1.42261,0.86103,0.913154,0.888776,0.866729,0.91458,1.21759,1.19746,1.25609,1.06574,1.46793,0.602516,0.892971,1.09887,1.05475,1.10837,1.42516,0.841255,1.03464,0.924771,1.2096,0.686317
405.158,0.980133,0.0847993,6,63,0,54.13,49.326,17.61,1.26851,1.20551,0.905191,0.905698,0.936512,0.868072,0.744924,1.10855,1.09166,1.07042,1.09651,0.847579,1.02201,0.864355,1.04995,1.47641,0.968766,1.28926,1.12827,1.06895,0.979929,0.875999,1.14567,1.10658,1.13779,1.05461,0.778728,1.15652,0.871412,1.22666,1.29784,0.886531,1.29448,1.25651,1.05037,0.904748,1.28826,0.672051,1.39222,1.2129,0.912445,0.8837,1.66187,0.677025,0.992912,1.41646,0.904909,0.593014
402.669,0.910309,0.0847993,6,63,0,55.1786,52.4984,15.097,1.22949,1.02316,0.865054,0.807736,0.987706,0.835933,0.746854,1.05072,1.15993,1.04449,0.877192,0.956024,1.05146,0.884981,1.19943,1.28857,0.846418,1.20336,1.09243,1.08813,0.902558,0.760837,1.40844,0.958352,1.1398,1.11281,0.77555,1.04693,0.796601,1.16899,1.44663,0.927171,1.37156,1.39694,1.18893,0.917573,1.54439,0.688904,1.16617,1.43988,1.10637,0.930495,1.71131,0.741788,1.38101,1.42083,1.04906,0.569632
409.486,0.605701,0.0847993,6,63,0,56.1631,54.0271,16.2333,0.885281,0.893792,0.706842,0.853617,0.789842,0.954136,0.652133,1.04996,0.961146,0.889545,0.944864,0.927112,0.955449,1.38509,1.11603,1.08211,0.928193,1.21548,0.995747,0.982934,1.00156,0.737339,1.0438,0.987532,0.973881,0.923999,1.38967,1.01071,1.07587,1.24693,0.86407,0.911436,1.08955,1.01706,1.12516,1.0214,1.35683,0.66106,1.02454,1.15436,0.919304,1.09271,1.7482,0.870818,1.28936,1.09133,0.880091,0.571044
418.076,0.991303,0.0847993,6,63,0,50.711,56.8948,17.0761,1.2174,1.00657,0.860533,0.911939,1.01647,1.05723,0.847147,1.18547,1.03956,0.991047,1.07935,0.948465,0.854506,1.09037,1.05158,1.0494,0.994671,1.30517,1.04101,0.894948,1.01053,0.762313,1.2894,0.884832,0.88795,1.00384,0.908058,0.780102,0.890791,0.881701,0.959077,0.885467,1.23594,1.38977,1.09489,1.01082,1.33333,0.696314,1.03282,1.10492,1.09689,0.90765,1.37667,0.641796,0.85365,1.06303,1.05075,0.556481
403.362,0.841477,0.0847993,6,63,0,49.8145,46.8743,16.5419,0.803426,0.785634,0.589333,0.910116,0.941547,0.854953,0.787464,1.2365,0.882418,1.1531,1.17886,0.9382,1.13213,1.11249,0.994233,1.13141,0.904924,1.80044,0.949964,1.09417,0.901956,0.82158,1.01029,0.830022,1.29063,1.36675,1.05903,1.02307,0.920378,0.9832,0.999762,0.964833,1.77698,0.854521,0.980023,0.814665,1.20068,0.801937,1.05189,1.40278,1.09155,0.68959,1.60596,0.762002,1.01127,0.876697,0.832129,0.72118
396.832,0.874535,0.0847993,6,63,0,44.2222,55.6758,14.0467,1.45413,1.18558,1.01189,0.792268,0.891931,1.38458,0.993965,1.03818,1.07803,0.942035,0.975843,1.27909,0.952307,0.972739,1.00152,1.12142,0.981485,1.32348,0.939415,0.712145,1.1227,0.842492,0.999171,0.885418,0.770346,0.821325,1.08804,0.79774,0.774121,0.706579,0.966616,0.991967,1.14984,1.38128,0.889274,1.41872,1.62244,0.56835,0.938878,1.06474,1.01026,1.42475,1.53591,0.66513,0.97343,1.20153,1.15718,0.629933
393.885,0.972683,0.0847993,6,63,0,51.4571,42.5753,15.4078,0.949314,0.891582,0.708411,0.932831,1.08064,0.737634,0.627378,1.35278,0.90231,1.10523,1.13276,0.702022,0.827245,1.23834,1.00289,0.965474,0.671604,1.36146,1.17559,1.2711,0.86198,0.759386,1.02057,1.05906,1.29981,1.29691,0.948429,1.01987,1.30327,1.23417,1.03774,0.979545,1.48933,0.867755,1.0953,0.746566,1.02461,0.634149,1.08671,1.3724,0.740285,0.67578,1.33859,0.954333,1.13175,0.975036,0.917685,0.68186
395.047,0.818179,0.0847993,6,63,0,59.4725,60.0721,17.0518,1.10092,0.916789,0.774269,0.825568,0.883495,1.27026,0.867074,1.36555,0.997389,0.800396,0.82656,1.21873,0.862637,0.868124,0.963305,1.05195,1.20514,1.20257,0.851169,0.840925,1.26865,0.895702,0.830198,0.800092,0.754458,0.884273,1.4595,0.837426,0.837067,0.987378,1.04108,0.922698,1.1298,1.47417,0.982033,1.37915,1.82276,0.660462,1.35042,0.987087,1.22904,1.22423,1.4775,0.748852,1.21041,1.1281,1.33411,0.588869
397.468,0.921604,0.0847993,6,63,0,55.1472,49.4617,15.3598,0.811798,0.742498,0.629089,0.746542,0.94148,1.02138,0.925994,0.616918,0.735553,0.761008,1.10699,1.15622,0.859322,1.05969,0.943511,0.904347,1.15968,1.38268,0.942382,1.02604,1.25044,1.13027,1.0483,0.872452,0.81164,1.35498,1.08934,0.91089,0.970923,1.13556,0.996929,1.18613,1.4857,1.2136,1.32294,1.18721,1.98027,0.779117,1.00259,0.985639,1.00957,0.930665,1.49154,0.770287,1.18862,0.916739,1.21746,0.702154
408.428,0.956792,0.0847993,6,63,0,56.0377,48.0398,16.576,1.15243,1.04428,0.765922,0.871973,0.883397,1.04225,0.655138,1.19131,1.05704,0.898282,0.820485,0.758887,0.977741,1.02378,0.918976,1.10208,0.929875,1.34399,1.24822,1.17147,1.15965,0.779796,0.831078,1.2976,1.06915,1.00476,0.982767,1.0969,1.16698,1.06533,1.14704,1.03278,1.49224,1.03849,1.02055,1.1086,1.23333,0.602848,1.31134,1.16168,1.03327,0.970749,1.69415,0.876809,1.01239,1.23591,1.14022,0.730305
411.412,0.948259,0.0847993,6,63,0,51.9968,44.6275,14.7503,1.00785,0.984441,0.781233,1.03606,0.774178,1.09165,0.672223,0.982736,1.07899,0.803267,1.03003,0.83808,0.842355,1.12835,0.884214,1.25278,0.930925,1.22985,1.13947,0.830104,1.27086,0.775818,0.940873,1.08725,0.954638,1.18015,1.20752,0.89152,0.946942,0.996471,1.18748,0.913457,1.37014,1.24524,0.92779,1.16598,1.3065,0.688329,0.937374,1.09943,0.911074,0.90401,1.49005,0.79198,1.03651,1.01857,1.23551,0.657937
406.807,0.913674,0.0847993,5,31,0,59.4109,52.3771,16.4609,0.928796,0.803734,0.550264,0.804553,0.662957,0.855438,0.84134,1.03527,0.79523,0.933697,0.915697,1.12232,0.821594,1.02823,0.953884,1.01,0.877496,1.04575,1.19545,0.817302,1.02507,0.86919,1.2036,0.839002,1.06604,1.06858,1.05545,0.903838,1.02625,0.947864,1.13359,0.989835,1.25381,1.34821,0.89225,0.957859,1.55332,0.765041,0.977465,1.28347,1.45703,1.18151,1.55075,0.903873,1.0692,1.24639,0.891782,0.666708
402.588,0.892729,0.0847993,6,63,0,55.9206,46.797,16.801,0.808989,0.874873,0.657586,0.804424,0.854908,0.991327,0.731469,1.01161,0.849048,0.92568,1.04576,0.860881,0.981585,1.04678,1.09444,1.2032,1.10801,1.22377,0.855345,0.86678,1.15469,0.832744,0.871149,0.926621,1.07688,1.25245,1.26083,0.921089,0.983359,1.17773,1.20374,0.954002,1.30751,0.816093,0.926213,1.06263,1.30342,0.654752,0.916011,1.21075,0.941628,0.725041,1.473,0.719176,1.10577,1.09998,1.23578,0.613612
410.986,0.987568,0.0847993,5,31,0,52.9446,49.8246,18.1913,1.01541,0.899187,0.664041,0.663867,0.831723,0.978813,0.726854,1.02279,0.9235,0.965655,0.915658,0.943405,0.900894,1.0588,1.09169,1.07865,1.12558,1.2926,0.809105,0.878465,1.14991,0.830573,1.12781,0.868903,1.07798,0.88108,0.9025,0.877598,0.933928,1.02879,1.08005,1.2081,1.3376,1.22086,0.801623,0.960936,1.24288,0.587116,1.14384,1.07768,1.08774,0.937658,1.41301,0.795835,1.06404,1.05358,1.02562,0.623248
403.91,0.99916,0.0847993,6,63,0,54.6625,54.0647,15.9404,0.994979,0.915543,0.682898,0.81845,0.884768,1.02662,0.840042,0.901889,1.0603,0.971667,0.647736,1.06467,0.989083,1.18704,0.845133,1.21335,1.05645,1.46319,1.37828,0.918725,1.04039,0.824043,0.987165,0.915219,0.923172,0.880662,1.12438,0.993145,1.07039,0.921199,1.05109,0.905093,1.37598,0.969084,1.20022,1.10388,1.4225,0.618188,1.45402,1.20064,1.17815,0.784362,1.71583,0.734004,0.915513,1.24478,1.19572,0.77077
402.785,0.990842,0.0847993,6,63,0,45.7856,45.2531,13.9025,1.09554,1.0596,0.8525,0.976592,0.875596,1.1035,0.867062,1.42557,1.08368,0.860519,1.35693,0.993545,1.01864,1.04381,0.994048,1.13149,0.842663,1.50749,0.766877,0.876129,1.0488,0.880528,1.15089,1.12945,0.847454,1.1432,1.08019,0.990092,0.976688,1.05581,0.953759,0.905907,1.39974,1.37272,0.904578,1.15711,1.56585,0.781008,0.875517,1.10934,0.942572,1.37549,1.53468,0.904427,1.19048,0.948824,0.911297,0.661903
